"Номер задания";"Старт задания";"Окончание задания";"Товар НО";"Категория";"Код товарной категории";"Описание товара";"Комментарий по товару";"Бренд";"Код ценовой зоны";"Код розничной сети";"Розничная сеть";"Регион";"Физический адрес";"Штрихкод";"Количество штук";"Цена конкурента";"Цена акционная\по карте";"Аналог";"Нет товара";"Дата мониторинга";"Фото";"Примечание";"Ссылка на страницу товара"
"TASK-00006249";"2025-02-24";"2025-02-25";"ТОВ269666";"БАКАЛЕЯ ПРОЧ И БП";"-ПРБАСЗЗЛ";"Мюсли запечённые Bionova шоколадные 400г Россия";;"Bionova";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"4607013795044,4607013792203";;"609";;;" ";"2025-02-24";"http://webcache.zoomos.by/shops-parser/page-cache/760568346?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/gotovye-zavtraki-myusli/myusli-khrustyashchie-zapechenye-bionova-shokoladnye-400g/"
"TASK-00006249";"2025-02-24";"2025-02-25";"ТОВ539685";"БАКАЛЕЯ ПРОЧ И БП";"-ПРБАЧИКУ";"Снеки кукурузные Cheetos со вкусом краба ООО ""Фрито Лей Мануфактуринг"" 50г Россия";;"Cheetos";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"4690388110802";;"69.9";;;" ";"2025-02-24";"http://webcache.zoomos.by/shops-parser/page-cache/1445383879?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/chipsy/chipsy-cheetos-krab-50g/"
"TASK-00006249";"2025-02-24";"2025-02-25";"ТОВ144467";"БАКАЛЕЯ ПРОЧ И БП";"-ПРБАЧИКУ";"Чипсы кукурузные Delicados Nachos оригинальные 150 г Россия";;"Delicados";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"4607003120900";;"149.9";;;" ";"2025-02-24";"http://webcache.zoomos.by/shops-parser/page-cache/601001111?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/chipsy-sneki-popkorn/chipsy-kukuruznye-nachos-delikados-originalnye-150g/"
"TASK-00006249";"2025-02-24";"2025-02-25";"ТОВ144468";"БАКАЛЕЯ ПРОЧ И БП";"-ПРБАЧИКУ";"Чипсы кукурузные Delicados Nachos с сыром 150 г Россия";;"Delicados";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"4607003120917";;"149.9";;;" ";"2025-02-24";"http://webcache.zoomos.by/shops-parser/page-cache/601001144?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/chipsy-sneki-popkorn/chipsy-kukuruznye-nachos-delikados-s-syrom-150-g/"
"TASK-00006249";"2025-02-24";"2025-02-25";"ТОВ395992";"БАКАЛЕЯ ПРОЧ И БП";"-ПРБАЧИПР";"Чипсы цельнозерновые Dr.Korner кукурузно-рисовые с паприкой и чили Хлебпром 50г Россия";;"Dr.Korner";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"4607065715199";;"78.9";;;" ";"2025-02-25";"http://webcache.zoomos.by/shops-parser/page-cache/601004566?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/khleb-khlebtsy/chipsy-kerner-kukuruzno-risovye-s-paprikoy-chili-50g/"
"TASK-00006249";"2025-02-24";"2025-02-25";"ТОВ395995";"БАКАЛЕЯ ПРОЧ И БП";"-ПРБАЧИПР";"Чипсы цельнозерновые Dr.Korner кукурузно-рисовые с сыром начо Хлебпром 50г Россия";;"Dr.Korner";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"4607065715182";;"78.9";;;" ";"2025-02-25";"http://webcache.zoomos.by/shops-parser/page-cache/601004577?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/khleb-khlebtsy/chipsy-kerner-kukuruzno-risovye-s-syrom-nacho-50g/"
"TASK-00006249";"2025-02-24";"2025-02-25";"ТОВ409543";"БАКАЛЕЯ ПРОЧ И БП";"-ПРБАСЗЗЛ";"Мюсли Extra Хрустящая Гранола с молочным шоколадом Келлогг Рус 300г Россия";;"Extra";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"4610003254933,5053827198288";;"526.9";;;" ";"2025-02-24";"http://webcache.zoomos.by/shops-parser/page-cache/760556415?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/kashi-gotovye-zavtraki/granola-myusli-extra-s-molochnym-shokoladom-300g/"
"TASK-00006249";"2025-02-24";"2025-02-25";"ТОВ409546";"БАКАЛЕЯ ПРОЧ И БП";"-ПРБАСЗЗЛ";"Мюсли Extra Хрустящая Гранола с орехами,фруктами и ягодами Келлогг Рус 300г Россия";;"Extra";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"4610003254926,5053827198165";;"499.9";;;" ";"2025-02-24";"http://webcache.zoomos.by/shops-parser/page-cache/760556428?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/kashi-gotovye-zavtraki/granola-myusli-extra-s-orekhami-fruktami-i-yagodami-300g/"
"TASK-00006249";"2025-02-24";"2025-02-25";"ТОВ409538";"БАКАЛЕЯ ПРОЧ И БП";"-ПРБАСЗЗЛ";"Мюсли Extra Хрустящая Гранола с темным шоколадом и фундуком Келлогг Рус 300г Россия";;"Extra";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"4610003254940,5053827198196";;"499.9";;;" ";"2025-02-25";"http://webcache.zoomos.by/shops-parser/page-cache/760556459?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/kashi-gotovye-zavtraki/granola-myusli-extra-s-temnym-shokoladom-i-fundukom-300g/"
"TASK-00006249";"2025-02-24";"2025-02-25";"ТОВ454776";"БАКАЛЕЯ ПРОЧ И БП";"-ПРБАСЗХЛ";"Готовый завтрак Kellogg's Unicorn Радужные колечки с фруктовым вкусом ООО «Любятово» 195г Россия";;"Kellogg's";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"4610003253431";;"239.9";;;" ";"2025-02-24";"http://webcache.zoomos.by/shops-parser/page-cache/651386964?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/kashi-gotovye-zavtraki/gotovye-zavtraki-unicorn-raduzhnye-kolechki-s-fruktovym-vkusom-195g/"
"TASK-00006249";"2025-02-24";"2025-02-25";"ТОВ392002";"БАКАЛЕЯ ПРОЧ И БП";"-ПРБАЧИКА";"Чипсы картофельные Lay's Из печи со вкусом Лисички в сметане Фрито Лей Мануфактуринг ООО 85г Россия";;"Lay's";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"4690388058166";;"139.9";;;" ";"2025-02-25";"http://webcache.zoomos.by/shops-parser/page-cache/601000988?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/chipsy-sneki-popkorn/chipsy-lays-iz-pechi-lisichki-v-smetane-85g/"
"TASK-00006249";"2025-02-24";"2025-02-25";"ТОВ392006";"БАКАЛЕЯ ПРОЧ И БП";"-ПРБАЧИКА";"Чипсы картофельные Lay's Из печи со вкусом Нежный сыр с зеленью Фрито Лей Мануфактуринг ООО 85г Россия";;"Lay's";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"4690388058142";;"124.9";;;" ";"2025-02-24";"http://webcache.zoomos.by/shops-parser/page-cache/601001057?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/chipsy-sneki-popkorn/chipsy-lays-iz-pechi-nezhnyy-syr-i-zelen-85g/"
"TASK-00006249";"2025-02-24";"2025-02-25";"ТОВ559704";"БАКАЛЕЯ ПРОЧ И БП";"-ПРБАЧИКА";"Чипсы картофельные Lay's рифленые сливочный лосось ООО ""ФРИТО ЛЕЙ МАНУФАКТУРИНГ"" 140г Россия";;"Lay's";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"4690388095864";;"184.9";;;" ";"2025-02-25";"http://webcache.zoomos.by/shops-parser/page-cache/1505242189?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/chipsy/chipsy-lays-riflenye-losos-slivochnyy-sous-140g/"
"TASK-00006249";"2025-02-24";"2025-02-25";"ТОВ157622";"БАКАЛЕЯ ПРОЧ И БП";"-ПРБАЧИПР";"Соломка Lorenz классическая соленая 150 г Россия";;"Lorenz";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"5905187300187,5905187300170,4607150930070";;"109.9";;;"да";"2025-02-25";"http://webcache.zoomos.by/shops-parser/page-cache/760542044?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/pechene-vafli-pryaniki/palochki-lorenz-saltletts-s-solyu-150g/"
"TASK-00006249";"2025-02-24";"2025-02-25";"ТОВ518424";"БАКАЛЕЯ ПРОЧ И БП";"-ПРБАЧИКА";"Чипсы картофельные Lorenz Naturals с пармезаном ""Лоренц Снэк-Уорлд Продакшн Кириши"" 100г Россия";;"Lorenz";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"4607048836712,5905187113145";;"169.9";;;" ";"2025-02-25";"http://webcache.zoomos.by/shops-parser/page-cache/601001196?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/chipsy-sneki-popkorn/chipsy-kartofelnye-naturals-parmezan-100g/"
"TASK-00006249";"2025-02-24";"2025-02-25";"ТОВ518423";"БАКАЛЕЯ ПРОЧ И БП";"-ПРБАЧИКА";"Чипсы картофельные Lorenz Naturals с солью ""Лоренц Снэк-Уорлд Продакшн Кириши"" 100г Россия";;"Lorenz";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"4607048836682,5905187113282";;"169.9";;;" ";"2025-02-25";"http://webcache.zoomos.by/shops-parser/page-cache/601001190?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/chipsy-sneki-popkorn/chipsy-lorenz-klassicheskie-naturals-110g/"
"TASK-00006249";"2025-02-24";"2025-02-25";"ТОВ522202";"БАКАЛЕЯ ПРОЧ И БП";"-ПРБАПБСУ";"Бульонные кубики Maggi с говядиной на косточке 72г 8 кубиков ООО ""Нестле Россия"" Россия";;"Maggi";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"4600680003559";;"64.9";;;" ";"2025-02-24";"http://webcache.zoomos.by/shops-parser/page-cache/600999499?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/sol-sakhar-spetsii-pripravy/bulon-maggi-govyazhiy-na-kostochke-80g/"
"TASK-00006249";"2025-02-24";"2025-02-25";"ТОВ121006";"БАКАЛЕЯ ПРОЧ И БП";"-ПРБАПБСУ";"Суп Maggi Горячая кружка куриный с сухариками ООО Нестле Россия 19 г Россия";;"Maggi";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"4601339002879";;"49.9";;;" ";"2025-02-24";"http://webcache.zoomos.by/shops-parser/page-cache/601000391?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/produkty-bystrogo-prigotovleniya/sup-maggi-kurinyy-s-sukharyami-19g/"
"TASK-00006249";"2025-02-24";"2025-02-25";"ТОВ270632";"БАКАЛЕЯ ПРОЧ И БП";"-ПРБАПБСУ";"Суп Maggi звёздочки 54г Россия";;"Maggi";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"4601339001087";;"63";;;" ";"2025-02-25";"http://webcache.zoomos.by/shops-parser/page-cache/601000034?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/produkty-bystrogo-prigotovleniya/sup-maggi-na-pervoe-zvezdochki-54g/"
"TASK-00006249";"2025-02-24";"2025-02-25";"ТОВ067247";"БАКАЛЕЯ ПРОЧ И БП";"-ПРБАПБКА";"Каша Myllyn Paras овсяная 1 мин 500 г Россия";;"Myllyn Paras";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"6417700059209";;"139.9";;;" ";"2025-02-24";"http://webcache.zoomos.by/shops-parser/page-cache/600999270?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/kashi-gotovye-zavtraki/kasha-ovsyanaya-myllyn-paras-500g/"
"TASK-00006249";"2025-02-24";"2025-02-25";"ТОВ520273";"БАКАЛЕЯ ПРОЧ И БП";"-ПРБАВКСУ";"Лапша быстрого приготовления Nongshim Кимчи Рамен Nongshim Co., Ltd. 75г стакан Республика Корея";;"Nongshim";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"8801043055154,8801043028158";;"210";;;" ";"2025-02-24";"http://webcache.zoomos.by/shops-parser/page-cache/1319936267?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/produkty-bystrogo-prigotovleniya/lapsha-nongshim-kimchi-ramen-stakan-75g/"
"TASK-00006249";"2025-02-24";"2025-02-25";"ТОВ426000";"БАКАЛЕЯ ПРОЧ И БП";"-ПРБАВКСУ";"Лапша быстрого приготовления Nongshim Сун Вегги овощная Nongshim Co.,Ltd. 112г Южная Корея";;"Nongshim";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"8801043022705";;"178";;;" ";"2025-02-24";"http://webcache.zoomos.by/shops-parser/page-cache/942929440?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/produkty-bystrogo-prigotovleniya/lapsha-nongshim-sun-veggi-ovoshchnaya-pachka-112g/"
"TASK-00006249";"2025-02-24";"2025-02-25";"ТОВ425989";"БАКАЛЕЯ ПРОЧ И БП";"-ПРБАВКСУ";"Лапша быстрого приготовления Nongshim Шин Рамен Nongshim Co.,Ltd. 68г стакан Южная Корея";;"Nongshim";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"8801043031011";;"213";;;" ";"2025-02-24";"http://webcache.zoomos.by/shops-parser/page-cache/942929469?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/produkty-bystrogo-prigotovleniya/lapsha-nongshim-shin-ramen-stakan-68g/"
"TASK-00006249";"2025-02-24";"2025-02-25";"ТОВ465538";"БАКАЛЕЯ ПРОЧ И БП";"-ПРБАВКСУ";"Лапша быстрого приготовления Nongshim креветочная Nongshim Co., Ltd. 115г чашка Южная Корея";;"Nongshim";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"8801043032322";;"305.5";;;" ";"2025-02-24";"http://webcache.zoomos.by/shops-parser/page-cache/1331290785?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/produkty-bystrogo-prigotovleniya/lapsha-nongshim-krevetochnaya-chashka-115g/"
"TASK-00006249";"2025-02-24";"2025-02-25";"ТОВ154315";"БАКАЛЕЯ ПРОЧ И БП";"-ПРБАЧИПР";"Чипсы Nongshim креветочные 75 г Южная Корея";;"Nongshim";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"8801043216128,8801043012379";;"258";;;" ";"2025-02-24";"http://webcache.zoomos.by/shops-parser/page-cache/1331293390?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/chipsy/chipsy-nongshim-krevetochnye-75g/"
"TASK-00006249";"2025-02-24";"2025-02-25";"ТОВ425800";"БАКАЛЕЯ ПРОЧ И БП";"-ПРБАЧИПР";"Чипсы Nongshim креветочные острые Nongshim Co.,Ltd. 75г Южная Корея";;"Nongshim";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"8801043001786";;"258";;;" ";"2025-02-24";"http://webcache.zoomos.by/shops-parser/page-cache/1331293434?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/chipsy/chipsy-nongshim-krevetochnye-ostrye-75g/"
"TASK-00006249";"2025-02-24";"2025-02-25";"ТОВ542417";"БАКАЛЕЯ ПРОЧ И БП";"-ПРБАПБКА";"Хлопья 4-х зерновые Nordic ООО ""КОПЭКЕР АГРО"" 500г Россия";;"Nordic";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"4607058800307,4607058800727";;"299.9";;;" ";"2025-02-24";"http://webcache.zoomos.by/shops-parser/page-cache/760556359?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/kashi-gotovye-zavtraki/khlopya-nordic-4-vida-zernovykh-600g/"
"TASK-00006249";"2025-02-24";"2025-02-25";"ТОВ214405";"БАКАЛЕЯ ПРОЧ И БП";"-ПРБАПБКА";"Хлопья гречневые Nordic 550 г Россия";;"Nordic";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"6411200108962,4607058800291";;"239.9";;;" ";"2025-02-25";"http://webcache.zoomos.by/shops-parser/page-cache/600999278?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/kashi-gotovye-zavtraki/khlopya-grechnevye-nordis-550g/"
"TASK-00006249";"2025-02-24";"2025-02-25";"ТОВ563875";"БАКАЛЕЯ ПРОЧ И БП";"-ПРБАПБКА";"Хлопья овсяные Nordic с отрубями ООО ""Копэкер Агро"" 500г Россия";;"Nordic";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"4612758100077";;"249.9";;;" ";"2025-02-25";"http://webcache.zoomos.by/shops-parser/page-cache/600999301?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/kashi-gotovye-zavtraki/khlopya-ovsyanye-nordis-500g/"
"TASK-00006249";"2025-02-24";"2025-02-25";"ТОВ548538";"БАКАЛЕЯ ПРОЧ И БП";"-ПРБАПБКА";"Хлопья овсяные Nordic цельнозерновые (без глютена) ООО ""КОПЭКЕР АГРО"" 500г Россия";;"Nordic";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"4612758100053";;"249.9";;;" ";"2025-02-25";"http://webcache.zoomos.by/shops-parser/page-cache/600999301?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/kashi-gotovye-zavtraki/khlopya-ovsyanye-nordis-500g/"
"TASK-00006249";"2025-02-24";"2025-02-25";"ТОВ002068";"БАКАЛЕЯ ПРОЧ И БП";"-ПРБАЧИКА";"Чипсы картофельные Pringles оригинальные Kellogg Europe Trading Limited 165г Польша";;"Pringles";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"5053990127726,5410076068067,5410076027705,5053990101573,0037000440147,0037000313731";;"349.9";;;" ";"2025-02-24";"http://webcache.zoomos.by/shops-parser/page-cache/601001108?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/chipsy-sneki-popkorn/chipsy-pringles-original-165g/"
"TASK-00006249";"2025-02-24";"2025-02-25";"ТОВ002067";"БАКАЛЕЯ ПРОЧ И БП";"-ПРБАЧИКА";"Чипсы картофельные Pringles с паприкой UMA INVESTMENTS SP. Z O.O. 165г Бельгия";;"Pringles";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"5053990161669,5410076068128,5410076029105,5053990106868,0037000400592";;"349.9";;;" ";"2025-02-24";"http://webcache.zoomos.by/shops-parser/page-cache/601000990?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/chipsy-sneki-popkorn/chipsy-pringles-paprika-165g/"
"TASK-00006249";"2025-02-24";"2025-02-25";"ТОВ002066";"БАКАЛЕЯ ПРОЧ И БП";"-ПРБАЧИКА";"Чипсы картофельные Pringles со сметаной и луком Kellogg Europe Trading Limited 165г Бельгия";;"Pringles";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"5053990127740,5410076068098,5410076029075,5053990101597,0037000445111,0037000313755";;"349.9";;;" ";"2025-02-24";"http://webcache.zoomos.by/shops-parser/page-cache/601001008?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/chipsy-sneki-popkorn/chipsy-pringles-luk-smetana-165g/"
"TASK-00006249";"2025-02-24";"2025-02-25";"ТОВ336825";"БАКАЛЕЯ ПРОЧ И БП";"-ПРБАВКСО";"Соус Sen Soy Премиум Терияки для маринования 320г стекло Россия";;"Sen Soy";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"4607041136031";;"203";;;" ";"2025-02-24";"http://webcache.zoomos.by/shops-parser/page-cache/601001166?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/sousy-ketchupy/sous-sen-soy-premium-teriyaki-dlya-marinovaniya-320g/"
"TASK-00006249";"2025-02-24";"2025-02-25";"ТОВ266455";"БАКАЛЕЯ ПРОЧ И БП";"-ПРБАВККН";"Имбирь Sen Soy маринованный 145г Россия";;"Sen Soy";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"4607041132606";;"179.9";;;" ";"2025-02-24";"http://webcache.zoomos.by/shops-parser/page-cache/601001841?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/konservy/imbir-marinovannyy-sen-soy-145g/"
"TASK-00006249";"2025-02-24";"2025-02-25";"ТОВ264925";"БАКАЛЕЯ ПРОЧ И БП";"-ПРБАВКЛА";"Лапша Sen Soy Соба из гречневой муки 300 г Китай";;"Sen Soy";;"СПАР_МО_ОНЛ";"СПАР";"50";"г. Жуковский_онлайн";"4607041132729";;"189.9";;;" ";"2025-02-24";"http://webcache.zoomos.by/shops-parser/page-cache/600999160?cityId=4352&currency=&tmpl=v3";;"https://myspar.ru/catalog/makarony/lapsha-grechnevaya-sen-soy-300g/"
